ROW,REGION_NM,MON_YR,REGION,STATE,SECTOR,CATEGORY,FUEL,UTILITY,STATION,INSTALLED_CAPACITY,PROGRAM_GENERATION,ACTUAL_GENERATION
423,REG4,17-Mar,EASTERN,WEST BENGAL,STATE,THERMAL,COAL,WBPDC,KOLAGHAT TPS,1260,434,359.76
424,REG2,17-Mar,WESTERN,MAHARASHTRA,STATE,THERMAL,COAL,MAHAGENCO,KORADI TPS,2600,941,734.8
425,REG2,17-Mar,WESTERN,CHHATTISGARH,CENTRAL,THERMAL,COAL,NTPC Ltd.,KORBA STPS,2600,1719,1882.53
426,REG3,17-Mar,SOUTHERN,TAMIL NADU,STATE,HYDRO,HYDRO,TNGDCL,KUNDAH  HPS.,555,108,59.21
427,REG3,17-Mar,SOUTHERN,KERALA,STATE,HYDRO,HYDRO,KSEB,KUTTIYADI  HPS.,125,48,48.93
428,REG1,17-Mar,NORTHERN,HIMACHAL PRADESH,STATE,HYDRO,HYDRO,HPSEB,LARJI  HPS,126,25,27.28
429,REG3,17-Mar,SOUTHERN,TAMIL NADU,STATE,HYDRO,HYDRO,TNGDCL,BHAWANI KATTAL HPS,30,1,0
430,REG2,17-Mar,WESTERN,GUJARAT,CENTRAL,THERMAL,NATURAL GAS,NTPC Ltd.,GANDHAR CCPP,657.39,127,288.48
431,REG3,17-Mar,SOUTHERN,KARNATAKA,STATE,HYDRO,HYDRO,KPCL,GERUSUPPA  HPS,240,48,48.41
432,REG1,17-Mar,NORTHERN,PUNJAB,STATE,THERMAL,COAL,PSPCL,GH TPS (LEH.MOH.),920,193,44.34
433,REG1,17-Mar,NORTHERN,HIMACHAL PRADESH,STATE,HYDRO,HYDRO,HPSEB,GIRI BATA HPS,60,7,6.45
434,REG1,17-Mar,NORTHERN,DELHI,STATE,THERMAL,NATURAL GAS,IPGPCL,I.P.CCPP,270,49,56.93
435,REG1,17-Mar,NORTHERN,RAJASTHAN,STATE,HYDRO,HYDRO,RRVUNL,JAWAHAR SAGAR  HPS,99,30,28.95
436,REG3,17-Mar,SOUTHERN,TAMIL NADU,STATE,THERMAL,COAL,TNGDCL,METTUR TPS,1440,868,948.48
437,REG3,17-Mar,SOUTHERN,TAMIL NADU,CENTRAL,THERMAL,COAL,NLC,NEYVELI TPSII,1470,936,1047.03
438,REG2,17-Mar,WESTERN,MADHYA PRADESH,STATE,HYDRO,HYDRO,MPPGCL,BANSAGAR TONSII  HPS,30,4,10.45
439,REG3,17-Mar,SOUTHERN,TAMIL NADU,STATE,HYDRO,HYDRO,TNGDCL,PAPANASAM  HPS.,32,0,2.94
440,REG1,17-Mar,NORTHERN,RAJASTHAN,STATE,THERMAL,NATURAL GAS,RRVUNL,RAMGARH CCPP,273.8,122,138.81
441,REG1,17-Mar,NORTHERN,PUNJAB,STATE,HYDRO,HYDRO,PSPCL,RANJIT SAGAR  HPS,600,150,61.22
442,REG2,17-Mar,WESTERN,GOA,PVT,THERMAL,NATURAL GAS,RELIANCE,GOA CCPP (Liq.),48,0,0
443,REG2,17-Mar,WESTERN,GUJARAT,PVT,THERMAL,COAL,TOR. POW. (UNOSUGEN),SABARMATI (DF STATIONS),362,208,230.05
444,REG4,17-Mar,EASTERN,SIKKIM,STATE,HYDRO,HYDRO,TUL,TEESTAIII HPS,1200,205,185
445,REG2,17-Mar,WESTERN,MAHARASHTRA,PVT,THERMAL,COAL,GEPL,GEPL TPP PhI,120,0,0
446,REG1,17-Mar,NORTHERN,UTTARAKHAND,PVT,HYDRO,HYDRO,AHPC (GVK),SRINAGAR HPS,330,42,32.64
447,REG4,17-Mar,EASTERN,ORISSA,PVT,THERMAL,COAL,JITPL,DERANG TPP,1200,468,415.07
448,REG3,17-Mar,SOUTHERN,TAMIL NADU,PVT,THERMAL,COAL,CEPL,MUTHIARA TPP,1200,238,269.8
449,REG4,17-Mar,EASTERN,WEST BENGAL,PVT,THERMAL,COAL,CESC,TITAGARH TPS,240,36,0
450,REG4,17-Mar,EASTERN,WEST BENGAL,PVT,THERMAL,COAL,DPSCLTD,CHINAKURI TPS,30,0,0
451,REG3,17-Mar,SOUTHERN,ANDHRA PRADESH,PVT,THERMAL,NATURAL GAS,GMR ENERG,GMR Energy Ltd  Kakinada,220,0,0
452,REG4,17-Mar,EASTERN,SIKKIM,PVT,HYDRO,HYDRO,DEPL,JORETHANG LOOP,96,11,9.76
453,REG4,17-Mar,EASTERN,ORISSA,STATE,HYDRO,HYDRO,OHPC,RENGALI  HPS.,250,29,20.42
454,REG4,17-Mar,EASTERN,JHARKHAND,CENTRAL,HYDRO,HYDRO,DVC,MAITHON  HPS.,63.2,6,5.35
455,REG5,17-Mar,NORTH EASTERN,MEGHALAYA,STATE,HYDRO,HYDRO,MeECL,UMIAM HPS STIV,60,9,3.36
456,REG3,17-Mar,SOUTHERN,KARNATAKA,PVT,THERMAL,COAL,UPCL,UDUPI TPP,1200,726,600.2
457,REG3,17-Mar,SOUTHERN,TAMIL NADU,STATE,HYDRO,HYDRO,TNGDCL,BHAWANI BARRAGE III HPS,30,0,0
458,REG2,17-Mar,WESTERN,MAHARASHTRA,PVT,HYDRO,HYDRO,TATA MAH.,BHIVPURI  HPS,75,33,32.01
459,REG2,17-Mar,WESTERN,MAHARASHTRA,PVT,THERMAL,COAL,RIL (DAHANU),DAHANU TPS,500,366,331.47
460,REG2,17-Mar,WESTERN,GUJARAT,PVT,THERMAL,NATURAL GAS,ESSAR,ESSAR CCPP,515,0,0
461,REG1,17-Mar,NORTHERN,RAJASTHAN,PVT,THERMAL,COAL,RWPL (JSW),JALIPA KAPURDI TPP,1080,594,453.18
462,REG3,17-Mar,SOUTHERN,ANDHRA PRADESH,STATE,THERMAL,COAL,APGENCO,Dr. N.TATA RAO TPS,1760,1128,1009
463,REG3,17-Mar,SOUTHERN,KARNATAKA,STATE,HYDRO,HYDRO,KPCL,JOG  HPS,139.2,15,22.4
464,REG3,17-Mar,SOUTHERN,KERALA,STATE,HYDRO,HYDRO,KSEB,KAKKAD  HPS.,50,22,13.52
465,REG2,17-Mar,WESTERN,GUJARAT,STATE,HYDRO,HYDRO,SSNNL,S SAROVAR CHPH  HPS,250,85,72.25
466,REG2,17-Mar,WESTERN,GUJARAT,STATE,HYDRO,HYDRO,SSNNL,S SAROVAR RBPH  HPS,1200,122,15.53
467,REG1,17-Mar,NORTHERN,JAMMU AND KASHMIR,CENTRAL,HYDRO,HYDRO,NHPC,SALAL  HPS,690,238,197.43
468,REG2,17-Mar,WESTERN,MAHARASHTRA,STATE,HYDRO,HYDRO,MAHAGENCO,KOYNA DPH  HPS,36,15,22.41
469,REG2,17-Mar,WESTERN,GUJARAT,PVT,THERMAL,COAL,TOR. POW. (UNOSUGEN),SABARMATI (C STATION),60,0,0
470,REG3,17-Mar,SOUTHERN,TELANGANA,STATE,THERMAL,COAL,TSGENCO,KAKATIYA TPS,1100,613,675.92
471,REG1,17-Mar,NORTHERN,JAMMU AND KASHMIR,STATE,HYDRO,HYDRO,JKSPDC,UPPER SINDHII HPS,105,11,16.91
472,REG2,17-Mar,WESTERN,MADHYA PRADESH,PVT,HYDRO,HYDRO,SMHPCL,MAHESHWAR HPS,0,NA,0
473,REG1,17-Mar,NORTHERN,UTTAR PRADESH,PVT,THERMAL,COAL,BEPL,UTRAULA TPS,90,32,1.48
474,REG2,17-Mar,WESTERN,MAHARASHTRA,PVT,THERMAL,COAL,APL,TIRORA TPS,3300,1651,2170.21
475,REG1,17-Mar,NORTHERN,RAJASTHAN,STATE,THERMAL,COAL,RRVUNL,KALISINDH TPS,1200,576,669.25
476,REG4,17-Mar,EASTERN,JHARKHAND,PVT,THERMAL,COAL,CPL,MAITRISHI USHA TPS,0,NA,0
477,REG1,17-Mar,NORTHERN,UTTARAKHAND,PVT,THERMAL,NATURAL GAS,BIPL,BETA CCPP,0,0,0
478,REG2,17-Mar,WESTERN,MAHARASHTRA,PVT,THERMAL,NATURAL GAS,PGPL,MANGAON CCPP,388,0,0
479,REG4,17-Mar,EASTERN,ORISSA,PVT,THERMAL,COAL,LBPL,LANCO BABANDH TPP,0,0,0
480,REG1,17-Mar,NORTHERN,JAMMU AND KASHMIR,CENTRAL,HYDRO,HYDRO,NHPC,KISHENGANGA HPS,0,76,0
481,REG2,17-Mar,WESTERN,CHHATTISGARH,PVT,THERMAL,COAL,LANCO,PATHADI STAGE II,0,NA,0
482,REG2,17-Mar,WESTERN,MAHARASHTRA,PVT,THERMAL,COAL,LVTPL,LANCO VIDARBHA TPP,0,NA,0
